text,negative,positive,neutral
"На проспекте Независимости в Минске ДТП: столкнулись не меньше трех авто.

 ",0.0,0.0,0.839743971824646
"Суд огласил приговор водителю, который прокатил на капоте гаишника: 10 лет колонии.

 ",0.0,0.0,0.8311530351638794
"Золотовалютные резервы в феврале продолжили снижение: долги и спрос на валюту.

 ",0.1968362182378769,0.0,0.7371681928634644
"Мария Колесникова стала лауреатом премии за мужество Госдепа США.

 ",0.0,0.0,0.3415925204753876
"18-летнюю фигурантку дела о беспорядках в Бресте, которая скрывалась, задержали — и отправили под стражу.

 ",0.41490885615348816,0.0,0.6224693655967712
"Посмотрите, какой получилась свадьба у бедной пары с 6 детьми (они годами собирали мусор).

 ",0.2689514458179474,0.0,0.2814156115055084
"Собрали варианты подарков из техники на 8 Марта — от робота-пылесоса до смартфона.

 ",0.0,0.0,0.9219318628311157
"Носкевич: С лета 2020 года возбуждено 2407 уголовных дел экстремистской направленности.

 ",0.0,0.0,0.8774868249893188
"Смотрите, какие шикарные дома продаются рядом с Минском.

 ",0.0,0.6150978803634644,0.6513648629188538
"Насчитали 13 идей, как провести первый весенний уикенд. 

Что выберете?

 ",0.0,0.0,0.9241518378257751
"ЕЭК предложила Беларуси избавиться от обязательного перечня белорусских товаров в магазинах.

 ",0.0,0.0,0.7248802781105042
"Врач рассказывает, почему бывают прыщи на спине и как от них избавиться.

 ",0.320831298828125,0.0,0.585111141204834
"Если не читали вчера.

Полиция начала проверку после попытки жены Мамаева покончить с собой.

 ",0.20690405368804932,0.0,0.9099169969558716
"Сколько нужно зарабатывать, чтобы взять 20 тысяч рублей в кредит?

Посмотрели.

 ",0.10088862478733063,0.0,0.9284188151359558
"Если не найдется 500 млн долларов, то новополоцкий завод «Полимир» придется закрыть.

 ",0.23371636867523193,0.0,0.9697954058647156
"Посмотрели, как в Купаловском прошел первый спектакль после президентских выборов.

«Осторожно, тут могут быть бэчебэшники».

 ",0.1259327530860901,0.0,0.7879412174224854
"История мотоциклистки, которая в 25 лет стала жертвой страшной аварии и парализована 2 года.

«Парень выдержал полгода».

 ",0.1732981950044632,0.0,0.8479777574539185
"Замглавы МВД Геннадий Казакевич озвучил социальный портрет «преступника», «связанного с протестной активностью».

Вот он:  ",0.0,0.0,0.9381340146064758
"Колонна людей с БЧБ-флагами прошлась в минском микрорайоне Юго-Запад, скандируя «Жыве Беларусь». ",0.0,0.0,0.9450047016143799
"Расскажите, что вас волнует.

вопросдня ",0.0,0.0,0.983095109462738
"Человечество выбрасывает почти миллиард тонн еды в год.

Если ее поместить в 40-тонные грузовики, припаркованные встык, то цепь грузовиков семь раз обогнула бы Землю.

 ",0.275139719247818,0.0,0.6859594583511353
"Вечерние акции солидарности в Дзержинске, Минске, Пружанах и Москве. ",0.042097724974155426,0.0,0.9511522054672241
"10 стран, которые владеют самым разрушительным оружием в мире.

Что о них известно?

 ",0.11280541121959686,0.0,0.9149109721183777
"39 человек стали фигурантами дела о страховом мошенничестве.

«Покупали авто до 600 долларов для подставных ДТП». 

 ",0.2509227991104126,0.0,0.8962613940238953
"Красивая Беларусь в рассветном и закатном солнце 😍

Фото: aaaminsk, Instagram ",0.0,0.30736804008483887,0.8634016513824463
"Врач рассказывает, почему бывают прыщи на спине и как от них избавиться.

 ",0.320831298828125,0.0,0.585111141204834
"Итоги ажиотажа: за два месяца техосмотр прошло столько машин, сколько раньше за полгода.

 ",0.0,0.0,0.3629792034626007
"Белорусов атаковали банковские мошенники.

Рассказываем, откуда у них данные, почему их сложно найти и как защититься.

 ",0.23371636867523193,0.0,0.8634016513824463
"Сегодня ровно 125 лет со дня рождения баснописца, драматурга и поэта Кондрата Крапивы. Вспоминаем факты о нем.

Пережил четыре войны, смерть детей и трагедии, после которых мало бы кто оправился. 

 ",0.1097157895565033,0.0,0.2568419873714447
"Кошка задержала отправление скоростного поезда на два с половиной часа.

 ",0.1732981950044632,0.0,0.6723417043685913
"В докладе спецслужб Литвы о возможных угрозах в 2021 году — много о Беларуси.

Кратко рассказываем, чем озабочены литовцы.

 ",0.0980893224477768,0.0,0.9466066956520081
"Можно ли уберечь ребенка от рака и как во время заметить тревожные симптомы?

Поговорили об этом с детским онкологом. 

 ",0.20182321965694427,0.0,0.4532718360424042
"Что такое «синдром отличника» и почему таким людям очень тяжело жить?

 ",0.0,0.14805719256401062,0.320831298828125
"Опубликовали итоги республиканского опроса по COVID-19, который проводили в ноябре–декабре 2020 года.

Большинство белорусов удовлетворены работой больниц, аптек и поликлиник.

 ",0.3702353835105896,0.0,0.8439050912857056
"Лукашенко повысил в звании госсекретаря Совета безопасности.

 ",0.0,0.0,0.6513648629188538
"В Налоговый кодекс ввели изменения, которые касаются зарплат «в конвертах».

Если обнаружат такие выплаты, то с работников не будут удерживать и выставлять им к уплате подоходный налог. Но есть одно условие.

 ",0.1520422399044037,0.0,0.8634016513824463
"Какие реликвии потерял мир в новом тысячелетии?

 ",0.051855459809303284,0.0,0.8596737384796143
"Какие фильмы должны выйти в этом году? 

Вот пять самых ожидаемых.

 ",0.0,0.08036746829748154,0.8991314172744751
"Год с коронавирусом. Куда белорусы сейчас могут слетать за границу и что для этого нужно?

 ",0.19194278120994568,0.0,0.8903042674064636
"В Viber появилась функция, которая должна защитить белорусов от звонков мошенников.

Наконец-то!  ",0.0,0.4843900501728058,0.3702353835105896
"Путин заявил о способности интернета разрушить общество изнутри.

 ",0.3923468291759491,0.0,0.9241518378257751
"Что происходит, когда человек заражается сразу двумя штаммами COVID-19?

 ",0.0,0.0,0.7931159734725952
"В Новой Боровой на крыше одного из домов повесили большой красно-зеленый флаг.

Местные жители пишут, что для этого МВД и МЧС вскрыли доступ на крышу. ",0.19194278120994568,0.0,0.6224693655967712
Известная правозащитная организация — о независимости судебной системы и верховенстве закона в Беларуси. ,0.1520422399044037,0.0,0.9099169969558716
"Идея — утеплить дом опилками. 

Сколько это стоит, какие есть за и против?

 ",0.0,0.0,0.6791887283325195
"Можно ли детям пить напитки из холодильника? 

Мнение врача-педиатра.  ",0.11280541121959686,0.0,0.8774868249893188
"В резиденции «Дрозды» продают трехкомнатную квартиру. 

В каком доме и как это возможно?
 ",0.0,0.0,0.9706977605819702
"Женщина решила продать детей, чтобы выжить. 

История одной фотографии.

 ",0.0,0.0,0.9748311638832092
"Коронавирус в Беларуси: свежие данные от Минздрава

Всего заболели: 291 621  (+1 174 за сутки)
Выздоровели: 282 039 (+1 316)
Умерли: 2 011 (+9)
Сделано тестов: 4 951 979 (+18 006) ",0.0,0.0,0.7490972280502319
"В Минске судили мужчину, который несколько раз ударил в автобусе пассажира в красно-зеленой куртке. 

Рассказываем, что было в показаниях потерпевшего и чем закончился суд.

 ",0.2509227991104126,0.0,0.320831298828125
"Если не найдется 500 млн долларов, то «Полимир» придется закрыть.

 ",0.0,0.0,0.9859463572502136
"Freedom House: Уровень свобод в Беларуси — 11 из 100, как в Узбекистане, Йемене, секторе Газа.

 ",0.0,0.0,0.8354935646057129
"В Барановичах вынесли приговор физруку, ударившему в школе подростка в пах.

 ",0.38492217659950256,0.0,0.0
"Беларусь по уровню продовольственной безопасности обошла Россию, Польшу и Украину.

 ",0.13297423720359802,0.4225146472454071,0.0
"Лукашенко и Кубраков поздравили милиционеров.

«Мы с вами не допустили гражданского раскола». 

 ",0.10375863313674927,0.0,0.5775054097175598
"В Беларуси ввели изменения по таможенным платежам при пересечении границы.

 ",0.0,0.024433093145489693,0.9615437984466553
"Сколько нужно зарабатывать, чтобы взять 20 тысяч рублей в кредит?

Рассказываем.  ",0.07586817443370819,0.0,0.9886782765388489
"Артем Шрайбман — об увольнении декана ФМО БГУ.

«Если есть выбор — а у лучших он обычно есть — они уходят». 

 ",0.0,0.0,0.8221991658210754
"Носкевич: Уголовное дело Тихановского до конца месяца будет передано прокурору для направления в суд.

 ",0.16027602553367615,0.0,0.5698626637458801
"Туристов в Беларуси в 2020 году стало в 10 раз меньше. 

Показатели на уровне начала 90-х годов.

 ",0.09535945951938629,0.0,0.7879412174224854
"Наши в Эстонии: «Многое отдают бесплатно. А на специальных „мусорках“ можно найти классную мебель».

Любопытно!  ",0.0,0.21207880973815918,0.607673168182373
"Жителя «Пирса», отказавшегося снимать флаг с балкона, задержали.

 ",0.3140605390071869,0.0,0.9173126816749573
"Учительница в Чечерске ударила школьника о парту — и тот попал в больницу. 

Чем закончилась проверка милиции?

 ",0.33459946513175964,0.0,0.6150978803634644
"Начальник минской милиции поговорил о протестах, киберпреступлениях и удаленном доступе к компьютерам.

 ",0.1294127255678177,0.0,0.7773098945617676
"История мотоциклистки, которая в 25 лет стала жертвой страшной аварии.

«Парень выдержал полгода».  ",0.18714269995689392,0.0,0.8267217874526978
"Что сейчас происходит со стартап-сообществом в Беларуси?

«Наш пессимизм не оправдался».  ",0.22271016240119934,0.0,0.754925012588501
"Медики написали открытое письмо главе профсоюза: «Мог ли врач промолчать и позволить опорочить имя убитого?»

 ",0.3007555902004242,0.0,0.7879412174224854
"Сообщество _Pol опубликовало аудио: на нем предположительно Юрий Караев выступает перед силовиками. 

Мужчина на аудио называет людей «жирными обывателями» и призывает преследовать тех, «кто угрожает нам с вами». ",0.0,0.0,0.6584275364875793
"В Минском районе пропал 15-летний подросток.

  ",0.16027602553367615,0.0,0.7431780099868774
"Полиция начала проверку после попытки жены Мамаева покончить с собой.

 ",0.1259327530860901,0.0,0.9481645226478577
"Регионы в 2020-м году теряли кадры.

Что давит на рынок труда?  ",0.06372499465942383,0.0,0.9579222798347473
"Банк повысил предпринимателю плату за обслуживание в 5 раз из-за овердрафта.

«Вместо 25 рублей — 129».  ",0.0,0.0,0.9073222279548645
"В Бресте возле многоэтажки нашли тело 13-летней девочки.

 ",0.08270734548568726,0.0,0.9615437984466553
"Посмотрели на весну в Минске, пока снова не похолодало. Прогулки в парке, солнце и тени. 

Фото: Ольга Шукайло /  ",0.0,0.08757384121417999,0.6001983880996704
"В Швеции мужчина напал с ножом на прохожих и ранил 8 человек. 

Полиция подозревает терроризм.  ",0.0980893224477768,0.0,0.9019306898117065
"Как в Купаловском прошел первый спектакль после президентских выборов.

«Осторожно, тут могут быть бэчебэшники».  ",0.11921291798353195,0.0,0.8670457601547241
"Если вы не читали вчера. 

Избитому ОМОНом таксисту из Гродно должны были вынести приговор за насилие над милицией — но он пропал.

 ",0.4921981394290924,0.0,0.546748161315918
"Все магазины Bigzz и «Копилка» не работают. Компания ушла в ликвидацию.

 ",0.3007555902004242,0.0,0.9511522054672241
"Если вы не видели вчера. 

СК показал видео, снятое скрытой камерой в штабе Тихановской. Кто на записи и что о ней известно?

 ",0.04469086229801178,0.0,0.9637899398803711
"Житель «Пирса» повесил на балконе БЧБ-флаг, а его авто забрал эвакуатор.

«Предложили снять, я отказался». 

 ",0.3998216390609741,0.0,0.7606606483459473
"Не читали? Читайте. 

В новом КоАП изменилась формулировка «создание аварийной обстановки». Что это значит для водителей?

 ",0.0,0.0,0.9073222279548645
"В Барановичах судят физрука за удар школьника в пах: подросток перенес операцию.

 ",0.4301573634147644,0.0,0.0
"Если вы не читали днем. 

Беларусбанк начал выдавать потребительские кредиты. Какую сумму дадут при зарплате в 1000 рублей?

 ",0.16027602553367615,0.0,0.6723417043685913
"Уволился декан ФМО БГУ Виктор Шадурский. 

Он возглавлял факультет больше 12 лет

 ",0.0,0.0,0.607673168182373
"Мама пятерых дочерей учит их тому, что «девственность — это миф».

 ",0.0,0.0,0.7186043858528137
"У берегов Новой Зеландии нашли светящихся акул.

Три вида!
 ",0.0,0.0,0.7371681928634644
"Лёсы дэбютных кніг беларускіх літаратараў.

«Канваіры прапанавалі бегчы ў бок лесу. Каго падстрэляць — такі лёс». 

 ",0.0,0.0,0.4921981394290924
"Хаос в Мьянме — еще 38 погибших, стрельба на поражение.

«Они просто открыли огонь».

 ",0.0,0.40734341740608215,0.23371636867523193
"Доверяете российской вакцине?

вопросдня ",0.0,0.0,0.9099169969558716
"Судят минчанина, который избил в автобусе пассажира в куртке с госсимволикой. 

Что он говорит в суде? 

 ",0.30736804008483887,0.0,0.3629792034626007
"В России хотят ужесточить условия поставок цветов из Беларуси.

Матвиенко: Цены на цветы кусаются. 

 ",0.05835584178566933,0.0,0.9173126816749573
"Умер солист Brutto Сергей «Бразил» Королев.

 ",0.3629792034626007,0.0,0.8558611869812012
"Задержаны трое бобруйчан — за браконьерство, оскорбление инспекторов и демонстрацию гениталий.

 ",0.3140605390071869,0.0,0.4765896201133728
"«Не хочу, чтобы мой сын вырос «настоящим мужиком».

Мнение.

 ",0.0,0.0,0.3702353835105896
"В AliExpress рассказали о самых дорогих покупках белорусов.

Шуба, скрипка, игрушечный экскаватор. 

 ",0.3140605390071869,0.0,0.3140605390071869
"Муж Ксении Собчак опубликовал правила своего театра.

Разрешено флиртовать.  ",0.1097157895565033,0.0,0.9566442370414734
"Шесть самых типичных отговорок, которые мешают заниматься спортом. 

Что с ними делать?

 ",0.0,0.09269777685403824,0.7371681928634644
"Парню из Новополоцка пришла повестка из военкомата.

А он не пошел и уехал в Китай — рекламировать белье.

 ",0.0,0.0,0.7186043858528137
"Навальный сообщил о своем местонахождении.

«Сушим сухари, и я не думал, что это так увлекательно». 

 ",0.06372499465942383,0.0,0.6297846436500549
"Куда точно стоит сходить в этом месяце?

Гид-гигант по событиям марта. 

 ",0.0,0.0,0.9149109721183777
"Вынесли приговор по делу о разбросанных у прокуратуры саморезах: у одной из женщин — реальный срок.

 ",0.0,0.0,0.7606606483459473
"В Гродно начался суд над музыкантом Игорем Банцером. Его обвиняют в хулиганстве: ночью 5 сентября танцевал без нижнего белья перед милицейским автомобилем. Потерпевший — водитель — не имеет претензий. 

 ",0.0,0.0,0.5000100135803223
"СК показал видео, снятое скрытой камерой в штабе Тихановской. 

Кто на записи и что о ней известно?

 ",0.032110705971717834,0.0,0.960371196269989
"Врачи обнаружили в желудке девочки килограммовый ком волос. 

Причина вас удивит.  ",0.0,0.0,0.5312193632125854
"Задержанным в лесу около Солигорска дали высокие штрафы и до 30 суток ареста.

 ",0.29422497749328613,0.0,0.6224693655967712
"У 53-летнего Федора Бондарчука родился сын.

 ",0.0,0.29422497749328613,0.287777841091156
"Минчанка продала квартиру и купила синагогу.

«Не могу понять, почему чиновникам настолько все равно». 

 ",0.0,0.0,0.4378334879875183
"Для водителя, который прокатил на капоте гаишника, запросили 11 лет колонии усиленного режима.

 ",0.0,0.0,0.9073222279548645
"Задержанным под Молодечно минчанам присудили большие штрафы и сутки.

 ",0.348655104637146,0.0,0.5078218579292297
"В Евросоюзе прокомментировали приговор Борисевич и Сорокину.

 ",0.22816647589206696,0.0,0.9748311638832092
"А вот так сегодня выглядит афиша Купаловского театра, из которого после выборов в знак протеста уволилось 58 сотрудников, включая 36 актеров. 

Фото опубликовала у себя в фейсбуке Ольга Чекулаева.

— Разнообразный репертуар для самой взыскательной публики, — написала она. ",0.08757384121417999,0.0,0.9073222279548645
"Избитому ОМОНом таксисту из Гродно должны были вынести приговор за насилие над милицией — но он пропал.

 ",0.4225146472454071,0.0,0.5000100135803223
"Над Минском будет летать вертолет МЧС. 

Рассказываем почему.

 ",0.13297423720359802,0.0,0.960371196269989
"Беларусбанк начал выдавать потребительские кредиты. 

Под какие ставки и на каких условиях?

 ",0.16886694729328156,0.0,0.8670457601547241
"В Барановичах судят физрука за удар школьника в пах: подросток перенес операцию.

«Не стерпел».  ",0.4843900501728058,0.0,0.0
"Алкогольно-табачные послабления, новые запреты и игры с мелким шрифтом. 

Что меняется в законе о рекламе?

 ",0.22816647589206696,0.0,0.8558611869812012
"Умер известный инфекционист, спасший тысячи пациентов.

«Он был верен клятве Гиппократа всю свою жизнь».  ",0.0,0.0,0.348655104637146
"Родители не пускали дочь на учебу из-за ковида — и ее отчислили. 

Колледж: все законно.  ",0.546748161315918,0.0,0.5698626637458801
"Какие крупные концерты пройдут в марте, а какие — точно нет?

 Вот список.  ",0.09269777685403824,0.0,0.754925012588501
"Могилев «плывет».

Не убранный февральский снег растаял и залил улицы и дворы.

 ",0.3629792034626007,0.0,0.38492217659950256
"В метро запустили оплату по лицу. 

Протестировали новинку и рассказываем, как это работает.

 ",0.1732981950044632,0.0,0.771853506565094
"Магазин  закрылся (даже в онлайн-формате).

Ему пришлось пережить восемь месяцев проверок.

 ",0.0,0.0,0.8519628047943115
"Что известно о задержаниях блогеров и админов телеграм-чатов в Минске?

«Утром ломились в подъезд».  ",0.22271016240119934,0.0,0.9496793746948242
"Все магазины Bigzz и «Копилка» не работают. 

Компания ушла в ликвидацию.

 ",0.3007555902004242,0.0,0.9511522054672241
"Житель «Пирса» повесил на балконе БЧБ-флаг, а его авто забрал эвакуатор.

«Предложили снять, я отказался».  ",0.3998216390609741,0.0,0.7606606483459473
"Белорусских водителей будут штрафовать за пассажиров-иностранцев с «проблемными» документами.

 ",0.1294127255678177,0.0,0.6654205918312073
"Читательница пишет, что 55-летний муж изменяет ей на протяжении нескольких лет и не собирается менять свою линию поведения.

Вот что говорит об этом психолог. 

 ",0.0,0.0,0.9124462008476257
"Родителей из-за ковида не пускают на утренники к 8 марта. Мамы недовольны, у специалистов — свои аргументы.

«Концерт для мам, а приходить нельзя?» 

 ",0.0,0.0,0.7606606483459473
"Когда нужно сделать УЗИ брюшной полости и как избежать ошибок в подготовке?

Объясняет врач.

 ",0.10375863313674927,0.0,0.8634016513824463
"Рассказываем про пять необычных видов головной боли.

Как их распознать и что делать?

 ",0.20182321965694427,0.0,0.9637899398803711
"Глава МВД Украины рассказал о деле Шеремета и о показаниях «белорусского одного товарища».

«Будет два очень интересных следственных действия».

 ",0.1097157895565033,0.0,0.8962613940238953
"В январе и феврале цены на многие товары, в том числе и социально значимые, рванули вверх.

Посмотрели, где сейчас выгоднее закупаться — на рынках, в гипермаркетах или дискаунтерах.

 ",0.20690405368804932,0.0,0.6224693655967712
"2 марта суд вынес приговор по делу нашей коллеги. Катерина Борисевич получила шесть месяцев лишения свободы и штраф.

Мы вспомнили и другие случаи, когда журналистам в Беларуси давали сроки за их работу.

 ",0.06755668669939041,0.0,0.8706072568893433
"В Гомеле за попытку поджога «Табакерки» мужчине дали 3,5 года усиленного.

Ущерб киоску  — 26 рублей 36 копеек.

 ",0.0,0.0,0.7490972280502319
"Елена ничего не слышит с раннего детства. Она разбирает звуки голосов, но не понимает слов — приходится читать по губам.

Сейчас она замужем (и ее муж хорошо слышит), воспитывает дочку и работает автоинструктором для глухих и слабослышащих людей.

",0.3140605390071869,0.0,0.29422497749328613
"Пьяные мужчины сорвали госфлаги в центре Минска. 

Их задерживали сотрудники ГУБОПиК, СОБРа и ОМОНа.

 ",0.0,0.0,0.8519628047943115
"Что происходит в Беларуси 3 марта?

Рассказываем онлайн. 

 ",0.01799621433019638,0.0,0.9972090721130371
"В Барановичах за взятку задержаны должностные лица филиала «Атланта».

Начальник бюро коммерческого отдела получил взятку в размере 330 российских рублей, директор завода — 600 тысяч. 

 ",0.11597072333097458,0.0,0.8439050912857056
"Водитель, который пытался уехать от силовиков, громивших авто на Дзержинского, получил 4 года колонии.

Изначально милиция говорила, что водитель был нетрезв. Но в обвинительном приговоре про это ничего не сказали.

 ",0.275139719247818,0.0,0.585111141204834
"Выявлен новый штамм коронавируса, который может быть устойчив к вакцине.

 ",0.0,0.0,0.7879412174224854
"Резидент ПВТ пошел развивать технологические проекты в регионах.

«В интересах всех, чтобы люди не уезжали».

 ",0.22271016240119934,0.0,0.9525841474533081
"Посол России в Беларуси Дмитрий Мезенцев считает, что «сближение Беларуси и России — важнейший фактор, с которым не соглашаются на Западе». 

 ",0.0,0.0,0.8175845146179199
"За цифры краской на асфальте 18-летнего могилевчанина судят по уголовной статье.

Краска уже стерлась.

 ",0.0,0.16886694729328156,0.21734751760959625
"В новом КоАП изменилась формулировка «создание аварийной обстановки». 

Лишат ли прав из-за мелкого ДТП?

 ",0.1824355274438858,0.0,0.8479777574539185
"Вы точно знаете все о контрацепции?

Проверьте — потом скажете себе спасибо. 

 ",0.0,0.0,0.7773098945617676
"По делу о массовых беспорядках в Бресте прошли прения.

Прокуратура посчитала вину первых девяти обвиняемых доказанной.

 ",0.2568419873714447,0.0,0.348655104637146
"Сколько стоит построить дачу на 71 «квадрат»? 

Посчитали вариант с чистовой отделкой и отоплением.

 ",0.14034625887870789,0.0,0.9173126816749573
"Посольство США про приговор Катерине Борисевич и Артему Сорокину:

«Власти отомстили тем, кто вскрыл факты о смерти Романа Бондаренко».

 ",0.16886694729328156,0.0,0.91965252161026
"Не читали? Читайте!

Какой будет погода весной и стоит ли прятать теплые пуховики в марте?

 ",0.12253321707248688,0.0,0.7371681928634644
"Известные белорусы — о приговоре врачу и журналисту.

«Радуюсь „мягкому“ приговору для невиновных людей». 

 ",0.0,0.0,0.6859594583511353
"Если вы не читали днем. 

Делимся гороскопом на март для всех знаков зодиака (кроме скептиков).

 ",0.0,0.0,0.5000100135803223
